raceId,driverId,lap,position,time,time_seconds
1051,830,31,2,1:27.427,87.42699999999999
1051,830,32,2,1:26.924,86.924
1051,830,33,2,1:27.334,87.334
1051,830,34,2,1:26.964,86.964
1051,830,35,2,1:27.031,87.031
1051,830,36,2,1:27.302,87.30199999999999
1051,830,37,2,1:26.621,86.621
1051,830,38,2,1:27.038,87.038
1051,830,39,2,1:26.908,86.908
1051,830,40,2,1:27.174,87.174
1051,830,41,2,1:47.168,107.168
1051,830,42,2,1:31.322,91.322
1051,830,43,2,1:26.494,86.494
1051,830,44,2,1:26.613,86.613
1051,830,45,2,1:25.928,85.928
1051,830,46,2,1:25.030,85.03
1051,830,47,2,1:26.407,86.407
1051,830,48,2,1:26.220,86.22
1051,830,49,2,1:25.960,85.96000000000001
1051,830,50,2,1:25.991,85.991
1051,830,51,2,1:26.004,86.004
1051,830,52,2,1:25.935,85.935
1051,830,53,2,1:26.088,86.088
1051,830,54,2,1:24.031,84.031
1051,830,55,2,1:57.248,117.24799999999999
1051,830,56,2,1:56.876,116.876
1051,830,57,2,1:23.196,83.196
1051,832,1,7,1:39.804,99.804
1051,832,2,7,1:31.392,91.392
1051,832,3,7,1:31.059,91.059
1051,832,4,7,1:31.027,91.027
1051,832,5,7,1:30.743,90.743
1051,832,6,7,1:30.737,90.737
1051,832,7,7,1:31.181,91.181
1051,832,8,8,1:32.448,92.44800000000001
1051,832,9,8,1:31.280,91.28
1051,832,10,8,1:30.994,90.994
1051,832,11,8,1:30.605,90.605
1051,832,12,8,1:30.390,90.39
1051,832,13,7,1:31.019,91.019
1051,832,14,7,1:30.350,90.35
1051,832,15,8,1:30.853,90.85300000000001
1051,832,16,8,1:30.133,90.133
1051,832,17,8,1:30.047,90.047
1051,832,18,8,1:29.909,89.90899999999999
1051,832,19,7,1:29.887,89.887
1051,832,20,7,1:29.795,89.795
1051,832,21,7,1:29.731,89.731
1051,832,22,7,1:29.833,89.833
1051,832,23,6,1:29.833,89.833
1051,832,24,5,1:29.818,89.818
1051,832,25,4,1:29.409,89.40899999999999
1051,832,26,4,1:29.232,89.232
1051,832,27,8,1:49.841,109.84100000000001
1051,832,28,10,1:34.761,94.761
1051,832,29,10,1:29.169,89.169
1051,832,30,10,1:28.984,88.98400000000001
1051,832,31,10,1:28.913,88.913
1051,832,32,10,1:28.664,88.664
1051,832,33,9,1:29.061,89.061
1051,832,34,9,1:28.329,88.32900000000001
1051,832,35,8,1:28.321,88.321
1051,832,36,8,1:28.702,88.702
1051,832,37,8,1:30.272,90.27199999999999
1051,832,38,8,1:28.390,88.39
1051,832,39,8,1:27.755,87.755
1051,832,40,8,1:27.299,87.299
1051,832,41,8,1:27.425,87.425
1051,832,42,8,1:27.494,87.494
1051,832,43,8,1:26.908,86.908
1051,832,44,8,1:26.861,86.861
1051,832,45,8,1:26.799,86.799
1051,832,46,8,1:26.570,86.57
1051,832,47,8,1:26.864,86.864
1051,832,48,8,1:26.918,86.918
1051,832,49,7,1:27.348,87.348
1051,832,50,7,1:27.538,87.538
1051,832,51,7,1:27.458,87.458
1051,832,52,7,1:28.002,88.002
1051,832,53,7,1:27.401,87.401
1051,832,54,7,1:40.243,100.243
1051,832,55,7,1:48.222,108.22200000000001
1051,832,56,7,1:30.613,90.613
1051,832,57,7,1:27.748,87.748
1051,839,1,6,1:38.931,98.931
1051,839,2,6,1:31.127,91.127
1051,839,3,6,1:30.669,90.669
1051,839,4,6,1:30.682,90.682
1051,839,5,6,1:31.153,91.15299999999999
1051,839,6,6,1:30.680,90.68
1051,839,7,6,1:31.686,91.686
1051,839,8,6,1:31.346,91.346
1051,839,9,7,1:32.038,92.038
1051,839,10,7,1:31.177,91.17699999999999
1051,839,11,7,1:30.971,90.971
1051,839,12,7,1:30.592,90.592
1051,839,13,6,1:30.863,90.863
1051,839,14,6,1:29.887,89.887
1051,839,15,6,1:29.661,89.661
1051,839,16,6,1:30.040,90.03999999999999
1051,839,17,7,1:30.809,90.809
1051,839,18,7,1:29.833,89.833
1051,839,19,6,1:30.044,90.044
1051,839,20,6,1:29.825,89.825
1051,839,21,6,1:29.782,89.782
1051,839,22,6,1:30.052,90.05199999999999
1051,839,23,5,1:29.661,89.661
1051,839,24,12,1:50.392,110.392
1051,839,25,12,1:33.212,93.212
1051,839,26,10,1:28.905,88.905
1051,839,27,9,1:28.516,88.51599999999999
1051,839,28,8,1:28.811,88.811
1051,839,29,8,1:28.702,88.702
1051,839,30,8,1:28.798,88.798
1051,839,31,8,1:28.308,88.30799999999999
1051,839,32,8,1:28.300,88.3
1051,839,33,7,1:28.506,88.506
1051,839,34,7,1:28.267,88.267
1051,839,35,6,1:28.487,88.487
1051,839,36,6,1:28.132,88.132
1051,839,37,6,1:28.397,88.39699999999999
1051,839,38,6,1:28.534,88.53399999999999
1051,839,39,6,1:27.891,87.89099999999999
1051,839,40,6,1:27.691,87.691
1051,839,41,5,1:27.609,87.60900000000001
1051,839,42,5,1:27.494,87.494
1051,839,43,5,1:27.569,87.569
1051,839,44,5,1:27.545,87.545
1051,839,45,5,1:28.021,88.021
1051,839,46,5,1:27.061,87.061
1051,839,47,6,1:29.029,89.029
1051,839,48,6,1:27.409,87.40899999999999
1051,839,49,5,1:27.652,87.652
1051,839,50,5,1:27.926,87.926
1051,839,51,5,1:27.895,87.895
1051,839,52,5,1:27.864,87.864
1051,839,53,5,1:27.303,87.303
1051,839,54,5,1:37.431,97.431
1051,839,55,5,1:49.732,109.732
1051,839,56,5,1:32.208,92.208
1051,839,57,5,1:27.935,87.935
1051,840,1,10,1:41.296,101.29599999999999
1051,840,2,10,1:32.272,92.27199999999999
1051,840,3,10,1:31.167,91.167
1051,840,4,10,1:31.286,91.286
1051,840,5,10,1:31.726,91.726
1051,840,6,10,1:31.462,91.462
1051,840,7,10,1:32.073,92.07300000000001
1051,840,8,10,1:32.209,92.209
1051,840,9,9,1:30.132,90.132
1051,840,10,10,1:30.761,90.761
1051,840,11,10,1:29.555,89.555
1051,840,12,10,1:29.707,89.707
1051,840,13,9,1:30.370,90.37
1051,840,14,9,1:30.439,90.439
1051,840,15,9,1:30.136,90.136
1051,840,16,9,1:30.165,90.16499999999999
1051,840,17,9,1:29.973,89.973
1051,840,18,9,1:30.150,90.15
1051,840,19,8,1:29.649,89.649
1051,840,20,8,1:29.841,89.84100000000001
1051,840,21,8,1:30.101,90.101
1051,840,22,8,1:29.869,89.869
1051,840,23,13,1:50.883,110.88300000000001
1051,840,24,13,1:33.493,93.493
1051,840,25,13,1:28.602,88.602
1051,840,26,11,1:28.597,88.59700000000001
1051,840,27,10,1:28.800,88.8
1051,840,28,9,1:28.744,88.744
1051,840,29,9,1:28.599,88.599
1051,840,30,9,1:28.686,88.686
1051,840,31,9,1:28.569,88.569
1051,840,32,9,1:28.448,88.44800000000001
1051,840,33,8,1:28.788,88.788
1051,840,34,8,1:27.877,87.877
1051,840,35,7,1:27.912,87.912
1051,840,36,7,1:28.044,88.044
1051,840,37,7,1:27.987,87.987
1051,840,38,7,1:28.586,88.586
1051,840,39,7,1:27.905,87.905
1051,840,40,7,1:27.811,87.811
1051,840,41,7,1:27.706,87.706
1051,840,42,6,1:27.685,87.685
1051,840,43,6,1:27.631,87.631
1051,840,44,6,1:27.356,87.356
1051,840,45,6,1:27.604,87.604
1051,840,46,7,1:28.683,88.68299999999999
1051,840,47,7,1:27.911,87.911
1051,840,48,7,1:27.672,87.672
1051,840,49,6,1:27.554,87.554
1051,840,50,6,1:27.437,87.437
1051,840,51,6,1:27.640,87.64
1051,840,52,6,1:27.674,87.674
1051,840,53,6,1:27.453,87.453
1051,840,54,6,1:37.254,97.25399999999999
1051,840,55,6,1:50.005,110.005
1051,840,56,6,1:32.027,92.027
1051,840,57,6,1:27.783,87.783
1051,841,1,14,1:43.751,103.751
1051,841,2,14,1:32.713,92.713
1051,841,3,14,1:31.886,91.886
1051,841,4,14,1:30.965,90.965
1051,841,5,14,1:31.663,91.663
1051,841,6,14,1:32.555,92.555
1051,841,7,14,1:31.631,91.631
1051,841,8,15,1:33.085,93.08500000000001
1051,841,9,14,1:31.666,91.666
1051,841,10,13,1:31.395,91.395
1051,841,11,13,1:30.993,90.993
1051,841,12,13,1:31.010,91.01
1051,841,13,12,1:31.739,91.739
1051,841,14,12,1:31.654,91.654
1051,841,15,20,1:52.686,112.686
1051,841,16,20,1:34.557,94.557
1051,841,17,19,1:28.894,88.894
1051,841,18,18,1:29.242,89.242
1051,841,19,18,1:29.333,89.333
1051,841,20,18,1:29.528,89.52799999999999
1051,841,21,18,1:29.588,89.588
1051,841,22,17,1:29.776,89.776
1051,841,23,17,1:30.908,90.908
1051,841,24,16,1:28.988,88.988
1051,841,25,16,1:29.120,89.12
1051,841,26,16,1:29.033,89.033
1051,841,27,14,1:29.288,89.288
1051,841,28,14,1:29.907,89.907
1051,841,29,15,1:30.637,90.637
1051,841,30,14,1:31.250,91.25
1051,841,31,14,1:29.183,89.18299999999999
1051,841,32,17,1:49.375,109.375
1051,841,33,19,1:34.244,94.244
1051,841,34,19,1:28.248,88.248
1051,841,35,19,1:28.646,88.646
1051,841,36,19,1:28.716,88.71600000000001
1051,841,37,19,1:28.480,88.48
1051,841,38,19,1:28.652,88.652
1051,841,39,19,1:28.631,88.631
1051,841,40,18,1:27.823,87.82300000000001
1051,841,41,18,1:28.430,88.43
1051,841,42,18,1:28.392,88.392
1051,841,43,18,1:28.442,88.44200000000001
1051,841,44,18,1:28.653,88.65299999999999
1051,841,45,18,1:28.772,88.77199999999999
1051,841,46,18,1:28.880,88.88
1051,841,47,18,1:28.856,88.856
1051,841,48,18,1:28.804,88.804
1051,841,49,16,1:29.198,89.19800000000001
1051,841,50,15,1:28.909,88.90899999999999
1051,841,51,15,1:28.410,88.41
1051,841,52,15,1:28.470,88.47
1051,841,53,15,1:32.262,92.262
1051,841,54,15,1:50.939,110.939
1051,841,55,15,1:39.089,99.089
1051,841,56,15,1:31.669,91.669
1051,842,1,3,1:36.603,96.60300000000001
1051,842,2,3,1:30.457,90.457
1051,842,3,4,1:30.886,90.886
1051,842,4,4,1:31.260,91.26
1051,842,5,4,1:31.079,91.07900000000001
1051,842,6,4,1:30.984,90.98400000000001
1051,842,7,4,1:31.223,91.223
1051,842,8,4,1:31.377,91.377
1051,842,9,4,1:30.961,90.961
1051,842,10,4,1:31.054,91.054
1051,842,11,4,1:30.715,90.715
1051,842,12,5,1:32.450,92.45
1051,842,13,17,1:52.700,112.7
1051,842,14,18,1:35.301,95.301
1051,842,15,17,1:29.818,89.818
1051,842,16,16,1:29.127,89.127
1051,842,17,15,1:30.407,90.407
1051,842,18,13,1:30.276,90.276
1051,842,19,13,1:28.662,88.662
1051,842,20,13,1:28.781,88.781
1051,842,21,13,1:28.743,88.743
1051,842,22,13,1:28.624,88.624
1051,842,23,12,1:28.770,88.77
1051,842,24,11,1:29.087,89.087
1051,842,25,11,1:28.917,88.917
1051,842,26,8,1:29.012,89.012
1051,842,27,6,1:28.733,88.733
1051,842,28,6,1:28.475,88.475
1051,842,29,6,1:28.406,88.406
1051,842,30,6,1:28.685,88.685
1051,842,31,6,1:28.536,88.536
1051,842,32,6,1:28.740,88.74
1051,842,33,5,1:29.449,89.449
1051,842,34,5,1:29.235,89.235
1051,842,35,10,1:50.401,110.40100000000001
1051,842,36,11,1:33.491,93.491
1051,842,37,11,1:27.045,87.045
1051,842,38,11,1:27.289,87.289
1051,842,39,11,1:27.625,87.625
