NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
1,서울특별시 강남구 도곡동,집합,168,언주로,제2종일반주거,판매,25m이상,55.2, ,"169,000",1,개인,개인,202412,31,,2005,-,직거래,-
2,서울특별시 강남구 역삼동,일반,6**,언주로107길,제2종일반주거,제2종근린생활,12m미만,588.72,189.4,"750,000",,개인,개인,202412,31,,1991,20250204,중개거래,서울 강남구
3,서울특별시 강서구 화곡동,집합,425-22,곰달래로,제3종일반주거,제2종근린생활,25m미만,26.65, ,"11,000",2,개인,법인,202412,31,,2015,-,직거래,-
4,서울특별시 양천구 신월동,집합,538-6,신월로15길,제2종일반주거,제2종근린생활,12m미만,23.1, ,"30,000",,개인,개인,202412,31,,2000,-,중개거래,서울 양천구
5,서울특별시 노원구 중계동,집합,512,동일로208길,제3종일반주거,제1종근린생활,25m이상,826.88, ,"6,000",,개인,개인,202412,31,지분,1991,-,직거래,-
6,서울특별시 금천구 독산동,집합,293-5,범안로,일반상업,판매,25m미만,7.36, ,"5,500",,개인,개인,202412,31,지분,1994,-,직거래,-
7,서울특별시 마포구 상암동,집합,1654,월드컵북로,일반상업,제1종근린생활,25m이상,38.22, ,"127,000",1,개인,개인,202412,31,,2007,-,중개거래,서울 마포구
8,서울특별시 동작구 흑석동,집합,335-1,흑석한강로,제3종일반주거,제1종근린생활,25m이상,47.02, ,"43,900",1,개인,개인,202412,31,,2011,-,중개거래,서울 동작구
9,서울특별시 양천구 신정동,집합,1315-9,,일반상업,업무,25m이상,36, ,"37,000",,개인,개인,202412,31,,1981,-,중개거래,서울 양천구
10,서울특별시 영등포구 영등포동3가,집합,09월 13일,영중로,일반상업,판매,25m이상,4.96, ,"2,000",60,법인,개인,202412,31,,2005,-,직거래,-
11,서울특별시 성동구 용답동,집합,228-1,천호대로,준주거,제1종근린생활,25m이상,43.71, ,"11,200",,법인,개인,202412,31,,1990,-,직거래,-
12,서울특별시 양천구 신월동,집합,538-6,신월로15길,제2종일반주거,제2종근린생활,12m미만,31.62, ,"35,000",,개인,개인,202412,31,,2000,-,중개거래,서울 양천구
13,서울특별시 중랑구 중화동,집합,330-108,중랑천로,제2종일반주거,제2종근린생활,8m미만,24.71, ,"21,000",1,개인,개인,202412,31,,2023,-,중개거래,서울 중랑구
14,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,20.16, ,"32,450",,법인,개인,202412,31,,,-,직거래,-
15,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,12.53, ,"20,400",,법인,개인,202412,31,,,-,직거래,-
16,서울특별시 서초구 방배동,집합,1038,효령로,제3종일반주거,업무,25m이상,6.33, ,"7,000",,법인,개인,202412,31,,,-,중개거래,서울 서초구
17,서울특별시 서초구 서초동,집합,1317-16,,일반상업,제2종근린생활,25m이상,13.78, ,"25,850",,법인,개인,202412,31,,,-,직거래,-
18,서울특별시 송파구 석촌동,일반,2**,백제고분로40길,제2종일반주거,제1종근린생활,8m미만,708.51,322.7,"470,000",,법인,개인,202412,31,,1991,-,중개거래,서울 송파구
19,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,12.18, ,"18,750",4,법인,개인,202412,31,,,-,직거래,-
20,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,20.06, ,"32,450",,법인,개인,202412,31,,,-,직거래,-
21,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,18.72, ,"27,050",,법인,개인,202412,31,,,-,직거래,-
22,서울특별시 서초구 서초동,집합,1317-16,,일반상업,기타,25m이상,16.56, ,"23,700",,법인,개인,202412,31,,,-,직거래,-
23,서울특별시 서초구 양재동,집합,397-7,논현로5길,제2종일반주거,제1종근린생활,25m미만,29.27, ,"40,500",1,개인,개인,202412,31,,2016,-,중개거래,서울 서초구
24,서울특별시 송파구 문정동,집합,639-5,정의로7길,일반상업,업무,25m이상,33.1, ,"26,000",,법인,개인,202412,31,,2017,-,중개거래,서울 송파구
25,서울특별시 서초구 양재동,집합,397-7,논현로5길,제2종일반주거,제1종근린생활,25m미만,29.27, ,"40,500",1,개인,개인,202412,31,,2016,20250225,중개거래,서울 서초구
26,서울특별시 서초구 방배동,집합,3282,방배중앙로,제2종일반주거,판매,25m미만,145.24, ,"73,000",,개인,법인,202412,30,,2021,-,직거래,-
27,서울특별시 종로구 적선동,집합,80,새문안로5가길,일반상업,제1종근린생활,25m이상,260.73, ,"323,000",2,기타,법인,202412,30,,1986,20250206,중개거래,"서울 송파구, 서울 종로구"
28,서울특별시 종로구 적선동,집합,80,새문안로5가길,일반상업,제1종근린생활,25m이상,260.73, ,"323,000",2,기타,법인,202412,30,,1986,-,중개거래,"서울 송파구, 서울 종로구"
29,서울특별시 서초구 서초동,일반,1***,서초중앙로5길,일반상업,숙박,12m미만,1413.04,495.6,"2,320,000",,법인,개인,202412,30,,1983,-,중개거래,서울 서초구
30,서울특별시 종로구 통인동,일반,1**,,제2종일반주거,제2종근린생활,8m미만,163.21,151.6,"230,000",,법인,개인,202412,30,,1967,-,중개거래,서울 종로구
31,서울특별시 송파구 신천동,집합,7,올림픽로35길,제1종일반주거,제1종근린생활,25m이상,19.37, ,"7,251",,개인,개인,202412,30,,1979,-,중개거래,서울 송파구
32,서울특별시 관악구 신림동,일반,1***,남부순환로,일반상업,제2종근린생활,8m미만,472.13,236,"415,000",,법인,개인,202412,30,,,-,중개거래,서울 관악구
33,서울특별시 서초구 방배동,집합,3282,방배중앙로,제2종일반주거,판매,25m미만,198.66, ,"93,000",,개인,법인,202412,30,,2021,-,직거래,-
34,서울특별시 서초구 방배동,집합,3282,방배중앙로,제2종일반주거,판매,25m미만,55.04, ,"28,000",,개인,법인,202412,30,,2021,-,직거래,-
35,서울특별시 송파구 신천동,집합,7,올림픽로35길,제1종일반주거,제1종근린생활,25m이상,59.87, ,"97,749",,개인,개인,202412,30,,1979,-,중개거래,서울 송파구
36,서울특별시 성북구 길음동,집합,1284,길음로,제3종일반주거,제2종근린생활,25m미만,59.36, ,"158,000",,개인,개인,202412,30,,2010,-,중개거래,서울 성북구
37,서울특별시 강남구 신사동,일반,5**,논현로158길,제3종일반주거,제1종근린생활,12m미만,744,245.9,"1,320,000",,법인,법인,202412,30,,,20250224,중개거래,서울 강남구
38,서울특별시 강서구 화곡동,일반,3**,강서로20길,제3종일반주거,제1종근린생활,8m미만,288,635.2,"576,000",,개인,법인,202412,30,,2022,20250107,중개거래,"서울 강서구, 서울 양천구"
39,서울특별시 구로구 고척동,집합,Mar-73,경인로,준공업,판매,12m미만,7.08, ,500,2,개인,개인,202412,30,,1998,-,직거래,-
40,서울특별시 영등포구 영등포동3가,집합,7,영중로,일반상업,판매,25m이상,4.96, ,"7,400",30,법인,개인,202412,30,,2005,-,직거래,-
41,서울특별시 중구 주교동,집합,19-14,동호로37길,일반상업,판매,12m미만,15.34, ,"6,500",,개인,개인,202412,30,,1976,-,중개거래,서울 중구
42,서울특별시 중구 주교동,집합,19-14,동호로37길,일반상업,판매,12m미만,15.34, ,"6,500",,개인,개인,202412,30,,1976,-,중개거래,서울 중구
43,서울특별시 구로구 고척동,집합,Mar-73,경인로,준공업,판매,12m미만,10.74, ,500,2,개인,개인,202412,30,,1998,-,직거래,-
44,서울특별시 구로구 구로동,집합,1258,경인로53길,준공업,판매,25m이상,18.7, ,"14,000",,개인,법인,202412,30,,1996,-,직거래,-
45,서울특별시 구로구 고척동,집합,Mar-73,경인로,준공업,판매,12m미만,8.99, ,500,2,개인,개인,202412,30,,1998,-,직거래,-
46,서울특별시 마포구 상수동,일반,9*,와우산로13길,제2종일반주거,제2종근린생활,8m미만,658.62,74.4,"216,500",,법인,개인,202412,30,지분,2000,-,직거래,-
47,서울특별시 구로구 고척동,집합,Mar-73,경인로,준공업,판매,12m미만,8.7, ,500,2,개인,개인,202412,30,,1998,-,직거래,-
48,서울특별시 동작구 대방동,집합,501,여의대방로,제3종일반주거,제1종근린생활,25m이상,22.14, ,"17,000",2,개인,개인,202412,30,,,-,중개거래,서울 영등포구
49,서울특별시 강남구 도곡동,집합,467-6,언주로30길,일반상업,업무,25m이상,45.57, ,"77,500",18,법인,개인,202412,30,,1999,-,직거래,-
50,서울특별시 동작구 대방동,일반,1*,등용로,제2종일반주거,제1종근린생활,25m미만,493.2,179,"240,000",,법인,개인,202412,30,,1992,-,중개거래,서울 강남구
51,서울특별시 강남구 역삼동,집합,648,테헤란로7길,일반상업,제2종근린생활,25m미만,75.94, ,"42,000",10,개인,개인,202412,30,,1985,-,직거래,-
52,서울특별시 강서구 방화동,일반,6**,방화동로,근린상업,제2종근린생활,25m미만,196.04,93,"140,000",,개인,개인,202412,30,,1970,20241230,중개거래,서울 강서구
53,서울특별시 강남구 도곡동,집합,467-6,언주로30길,일반상업,업무,25m이상,45.57, ,"77,500",18,법인,개인,202412,30,,1999,-,직거래,-
54,서울특별시 용산구 용산동2가,일반,*,신흥로20길,제1종일반주거,제2종근린생활,8m미만,97.12,11.07,"20,000",,개인,개인,202412,30,지분,1975,-,직거래,-
55,서울특별시 강서구 화곡동,일반,1***,우장산로15길,제3종일반주거,제1종근린생활,8m미만,154.44,186.1,"92,000",,개인,법인,202412,30,,1983,-,중개거래,서울 은평구
56,서울특별시 강서구 화곡동,일반,3**,강서로20길,제3종일반주거,제1종근린생활,8m미만,288,635.2,"576,000",,개인,법인,202412,30,,2022,-,중개거래,"서울 강서구, 서울 양천구"
57,서울특별시 강남구 신사동,일반,5**,논현로158길,제3종일반주거,제1종근린생활,12m미만,744,245.9,"1,320,000",,법인,법인,202412,30,,2003,-,중개거래,서울 강남구
58,서울특별시 중구 필동1가,집합,Jan-43,충무로,일반상업,숙박,25m이상,16.61, ,"28,368",13,개인,개인,202412,30,,2023,-,중개거래,"경기 시흥시, 서울 중구"
59,서울특별시 마포구 상수동,일반,8*,와우산로,제2종일반주거,제1종근린생활,25m미만,273.22,65.4,"193,000",,법인,법인,202412,30,지분,1973,-,직거래,-
60,서울특별시 성북구 길음동,집합,1284,길음로,제3종일반주거,제2종근린생활,25m미만,59.36, ,"158,000",,개인,개인,202412,30,,2010,20250221,중개거래,서울 성북구
61,서울특별시 강북구 수유동,집합,410-57,인수봉로61길,제2종일반주거,제2종근린생활,8m미만,47.25, ,"13,000",1,개인,개인,202412,30,,2016,20250314,중개거래,서울 도봉구
62,서울특별시 용산구 후암동,일반,4**,신흥로20길,제1종일반주거,제2종근린생활,12m미만,114.75,12.48,"25,000",,개인,개인,202412,30,지분,1985,-,직거래,-
63,서울특별시 중구 회현동1가,일반,9*,퇴계로8길,준주거,제1종근린생활,8m미만,89.26,59.5,"113,346",,법인,개인,202412,30,,,-,직거래,-
64,서울특별시 마포구 동교동,일반,1**,신촌로,준주거,제1종근린생활,25m이상,310.8,113.7,"345,000",,법인,법인,202412,30,,1986,-,중개거래,서울 강남구
65,서울특별시 성북구 삼선동4가,일반,6*,보문로35길,제2종일반주거,제2종근린생활,8m미만,380.77,152.4,"191,500",,법인,개인,202412,29,,2009,-,중개거래,서울 성북구
66,서울특별시 구로구 개봉동,집합,203-15,남부순환로95길,준주거,제1종근린생활,25m미만,80.34, ,"51,500",1,개인,개인,202412,29,지분,1980,-,직거래,-
67,서울특별시 금천구 시흥동,집합,890-2,시흥대로56길,제3종일반주거,제2종근린생활,12m미만,29.32, ,"19,500",2,개인,개인,202412,29,,2018,-,중개거래,서울 금천구
68,서울특별시 강남구 대치동,집합,935-36,도곡로63길,제2종일반주거,제2종근린생활,25m미만,68.14, ,"60,000",,기타,기타,202412,29,,2005,-,직거래,-
69,서울특별시 용산구 한남동,일반,7**,이태원로36길,제2종일반주거,제2종근린생활,8m미만,362.75,5.29,"7,200",,개인,개인,202412,29,지분,1974,-,직거래,-
70,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.64, ,"14,500",,개인,개인,202412,28,,,-,중개거래,서울 구로구
71,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.1, ,"5,000",,개인,개인,202412,28,,,-,중개거래,서울 구로구
72,서울특별시 강남구 역삼동,집합,837-17,도곡로3길,일반상업,업무,12m미만,34.92, ,"20,500",3,개인,개인,202412,28,,1999,-,중개거래,서울 강남구
73,서울특별시 구로구 구로동,집합,03월 25일,새말로,일반상업,제2종근린생활,25m이상,50.28, ,"4,400",,개인,개인,202412,28,,2007,-,중개거래,서울 구로구
74,서울특별시 강북구 미아동,일반,1**,도봉로72길,제3종일반주거,제1종근린생활,8m미만,283.23,206.6,"165,000",,법인,개인,202412,28,,1973,-,중개거래,서울 강남구
75,서울특별시 강서구 가양동,집합,1479-4,양천로57길,일반상업,제2종근린생활,25m이상,16.74, ,"4,100",,개인,개인,202412,28,,1995,-,중개거래,서울 강서구
76,서울특별시 강서구 가양동,집합,1479-4,양천로57길,일반상업,제2종근린생활,25m이상,16.74, ,"4,100",,개인,개인,202412,28,,1995,-,중개거래,서울 강서구
77,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.1, ,"5,000",,개인,개인,202412,28,,,-,중개거래,서울 구로구
78,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.64, ,"14,500",,개인,개인,202412,28,,,-,중개거래,서울 구로구
79,서울특별시 송파구 송파동,집합,121,가락로,제3종일반주거,제1종근린생활,25m미만,22.05, ,"30,800",2,개인,법인,202412,27,,1984,-,직거래,-
80,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.62, ,550,,개인,개인,202412,27,,,-,중개거래,서울 광진구
81,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,800,,개인,개인,202412,27,,1998,-,중개거래,서울 광진구
82,서울특별시 영등포구 영등포동1가,집합,121-3,경인로108길,일반상업,제2종근린생활,8m미만,21.63, ,"16,000",,법인,개인,202412,27,,2021,-,직거래,-
83,서울특별시 중구 필동1가,집합,Jan-43,충무로,일반상업,숙박,25m이상,16.44, ,"26,500",15,법인,개인,202412,27,,2023,-,중개거래,서울 중구
84,서울특별시 종로구 관수동,일반,1**,수표로,일반상업,제2종근린생활,8m미만,504.09,403.3,"889,900",,법인,법인,202412,27,,,-,중개거래,서울 종로구
85,서울특별시 영등포구 여의도동,집합,05월 13일,국회대로76길,일반상업,업무,25m이상,74.4, ,"58,400",4,개인,개인,202412,27,,1984,20250120,중개거래,서울 영등포구
86,서울특별시 중구 을지로6가,집합,18-21,장충단로,일반상업,판매,25m이상,3.5, ,"1,500",,법인,법인,202412,27,,2008,-,직거래,-
87,서울특별시 성동구 송정동,일반,7*,송정18가길,제2종일반주거,제2종근린생활,8m미만,166.42,116,"130,000",,법인,개인,202412,27,,1989,-,중개거래,서울 성동구
88,서울특별시 종로구 효제동,일반,1**,종로35길,일반상업,숙박,8m미만,1753.17,304.1,"1,055,000",,법인,개인,202412,27,,2003,-,중개거래,서울 동대문구
89,서울특별시 종로구 효제동,일반,1**,종로35길,일반상업,제2종근린생활,8m미만,1753.17,304.1,"1,055,000",,개인,개인,202412,27,,2003,20250219,중개거래,서울 동대문구
90,서울특별시 서대문구 북아현동,일반,1**,,준주거,제2종근린생활,25m이상,550.71,206.5,"795,000",,법인,법인,202412,27,,1987,-,중개거래,서울 서대문구
91,서울특별시 강남구 삼성동,일반,1**,테헤란로,일반상업,업무,25m이상,24179.46,1762.4,"27,600,000",,법인,법인,202412,27,,1994,-,직거래,-
92,서울특별시 강남구 역삼동,집합,837-26,도곡로1길,일반상업,제1종근린생활,12m미만,43.13, ,"73,900",,법인,법인,202412,27,,1992,20250425,중개거래,서울 강남구
93,서울특별시 강남구 역삼동,집합,825-15,,일반상업,제1종근린생활,25m이상,132.3, ,"340,000",4,법인,법인,202412,27,,,-,중개거래,서울 강남구
94,서울특별시 서대문구 연희동,일반,1**,연희로,제3종일반주거,제1종근린생활,25m이상,1710.5,880.7,"2,900,000",,개인,개인,202412,27,,1986,-,중개거래,서울 마포구
95,서울특별시 마포구 노고산동,일반,3*,백범로1길,제2종일반주거,교육연구,8m미만,493.92,23.43,"48,000",,개인,개인,202412,27,지분,1988,-,직거래,-
96,서울특별시 영등포구 영등포동1가,집합,121-3,경인로108길,일반상업,제2종근린생활,8m미만,19.02, ,"16,000",,법인,개인,202412,27,,2021,-,직거래,-
97,서울특별시 은평구 진관동,집합,150,연서로46길,제1종일반주거,제2종근린생활,25m이상,36.43, ,"32,000",1,개인,개인,202412,27,,2015,-,중개거래,서울 은평구
98,서울특별시 구로구 고척동,집합,Jan-75,중앙로1길,준공업,판매,12m미만,7.8, ,600,2,법인,개인,202412,27,,1998,-,직거래,-
99,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.56, ,550,,개인,개인,202412,27,,,-,중개거래,서울 광진구
100,서울특별시 노원구 상계동,일반,1***,동일로,제3종일반주거,제2종근린생활,25m이상,1559.06,55.42,"48,000",,법인,개인,202412,27,지분,1994,-,직거래,-
101,서울특별시 양천구 목동,집합,925,목동로,제3종일반주거,제1종근린생활,25m이상,351.86, ,"5,100",,개인,개인,202412,27,지분,1988,-,직거래,-
102,서울특별시 성동구 행당동,집합,19-54,마조로,제2종일반주거,판매,25m미만,146.38, ,"348,909",,법인,개인,202412,27,,1977,-,직거래,-
103,서울특별시 양천구 목동,집합,406-28,오목로,제3종일반주거,교육연구,25m이상,63.29, ,"63,500",6,개인,개인,202412,27,,2018,-,중개거래,서울 양천구
104,서울특별시 용산구 한남동,일반,7**,이태원로36길,제2종일반주거,제2종근린생활,8m미만,362.75,26.45,"36,000",,개인,개인,202412,27,지분,1974,-,직거래,-
105,서울특별시 마포구 상수동,일반,1**,와우산로11길,제2종일반주거,제2종근린생활,8m미만,152.16,110,"185,000",,개인,개인,202412,27,,1971,20250311,중개거래,서울 강남구
106,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,40.53, ,"56,015",,법인,법인,202412,27,,2022,20250113,직거래,-
107,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,55.65, ,"78,182",,법인,법인,202412,27,,2022,20250113,직거래,-
108,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,40.08, ,"63,493",,법인,법인,202412,27,,2022,20250113,직거래,-
109,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,40.08, ,"63,493",,법인,법인,202412,27,,2022,20250113,직거래,-
110,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,46.37, ,"68,016",,법인,법인,202412,27,,2022,20250113,직거래,-
111,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,46.37, ,"68,016",,법인,법인,202412,27,,2022,20250113,직거래,-
112,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,61.26, ,"98,569",,법인,법인,202412,27,,2022,20250113,직거래,-
113,서울특별시 서초구 반포동,집합,Jan-32,고무래로,제3종일반주거,제2종근린생활,25m이상,55.82, ,"75,000",3,개인,개인,202412,27,,2007,-,중개거래,서울 서초구
114,서울특별시 서초구 반포동,집합,Jan-32,고무래로,제3종일반주거,제2종근린생활,25m이상,55.82, ,"75,000",3,개인,개인,202412,27,,2007,20250131,중개거래,서울 서초구
115,서울특별시 강동구 암사동,집합,400-5,고덕로27길,제3종일반주거,제2종근린생활,12m미만,23.6, ,"9,000",3,개인,개인,202412,27,,2004,-,중개거래,서울 강동구
116,서울특별시 강동구 암사동,집합,400-5,고덕로27길,제3종일반주거,제2종근린생활,12m미만,23.6, ,"9,000",3,개인,개인,202412,27,,2004,-,중개거래,서울 강동구
117,서울특별시 강동구 암사동,집합,400-5,고덕로27길,제3종일반주거,제2종근린생활,12m미만,23.6, ,"9,000",3,개인,개인,202412,27,,2004,-,중개거래,서울 강동구
118,서울특별시 강동구 강일동,집합,679-1,아리수로,일반상업,제2종근린생활,25m미만,58.52, ,"23,119",2,법인,법인,202412,27,,2012,-,직거래,-
119,서울특별시 강동구 강일동,집합,679-1,아리수로,일반상업,제2종근린생활,25m미만,74.48, ,"29,860",2,법인,법인,202412,27,,2012,-,직거래,-
120,서울특별시 송파구 잠실동,집합,175-2,백제고분로,일반상업,제1종근린생활,25m이상,293.1, ,"65,300",,법인,개인,202412,27,지분,1991,-,직거래,-
121,서울특별시 송파구 잠실동,집합,175-2,백제고분로,일반상업,업무,25m이상,33.3, ,"7,200",,법인,개인,202412,27,지분,1991,-,직거래,-
122,서울특별시 서초구 서초동,집합,1601-7,효령로55길,일반상업,제2종근린생활,12m미만,29.09, ,"69,500",1,개인,법인,202412,27,,2024,-,직거래,-
123,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,46.95, ,"68,016",,법인,법인,202412,27,,2022,20250113,직거래,-
124,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,38.01, ,"55,223",,법인,법인,202412,27,,2022,20250113,직거래,-
125,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,64.07, ,"83,378",,법인,법인,202412,27,,2022,20250113,직거래,-
126,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,55.33, ,"78,204",,법인,법인,202412,27,,2022,20250113,직거래,-
127,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,37.17, ,"56,423",,법인,법인,202412,27,,2022,20250113,직거래,-
128,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,37.17, ,"61,674",,법인,법인,202412,27,,2022,20250113,직거래,-
129,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제2종근린생활,25m이상,35.28, ,"43,799",,법인,법인,202412,27,,2022,20250113,직거래,-
130,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,35.28, ,"45,368",,법인,법인,202412,27,,2022,20250113,직거래,-
131,서울특별시 송파구 오금동,집합,618-3,동남로29길,제3종일반주거,제1종근린생활,25m이상,38.01, ,"62,132",,법인,법인,202412,27,,2022,20250113,직거래,-
132,서울특별시 강동구 강일동,집합,679-1,아리수로,일반상업,제1종근린생활,25m미만,58.52, ,"20,523",3,개인,법인,202412,26,,2012,-,직거래,-
133,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,"2,750",,개인,개인,202412,26,,,-,중개거래,서울 광진구
134,서울특별시 동작구 상도1동,일반,5**,강남초등6길,제3종일반주거,제2종근린생활,12m미만,1193.09,369.9,"536,000",,법인,개인,202412,26,,2008,-,중개거래,"서울 마포구, 서울 서초구"
135,서울특별시 영등포구 여의도동,집합,05월 14일,국회대로72길,일반상업,업무,12m미만,37.34, ,"23,800",7,개인,개인,202412,26,,2001,-,중개거래,서울 영등포구
136,서울특별시 강남구 논현동,일반,1**,언주로134길,제3종일반주거,제2종근린생활,25m미만,735.48,255.5,"1,750,000",,법인,개인,202412,26,,2023,-,중개거래,서울 강남구
137,서울특별시 구로구 고척동,일반,7*,중앙로6길,준공업,제1종근린생활,12m미만,346,159,"192,000",,법인,개인,202412,26,,1979,-,중개거래,서울 강남구
138,서울특별시 은평구 대조동,집합,91-75,역말로,제2종일반주거,제2종근린생활,8m미만,49.2, ,"17,281",1,개인,법인,202412,26,,2019,-,직거래,-
139,서울특별시 중구 저동1가,일반,1**,명동13길,중심상업,제2종근린생활,8m미만,49.58,35,"332,591",,법인,개인,202412,26,,1955,-,직거래,-
140,서울특별시 강서구 화곡동,집합,457-16,곰달래로45길,제2종일반주거,제2종근린생활,8m미만,21.27, ,"5,000",1,개인,개인,202412,26,,2008,-,중개거래,서울 강서구
141,서울특별시 강서구 화곡동,집합,163-30,강서로18길,제2종일반주거,제1종근린생활,8m미만,27.25, ,"13,100",1,개인,개인,202412,26,,2021,-,중개거래,서울 강서구
142,서울특별시 종로구 창신동,일반,2**,종로,준주거,제2종근린생활,8m미만,251.31,95.9,"190,000",,법인,개인,202412,26,,2024,-,중개거래,서울 강북구
143,서울특별시 금천구 시흥동,집합,962-6,시흥대로,제2종일반주거,제1종근린생활,25m이상,128.52, ,"35,000",,법인,개인,202412,26,,1987,20251014,중개거래,경기 안양시 만안구
144,서울특별시 금천구 시흥동,집합,962-6,시흥대로,제2종일반주거,제1종근린생활,25m이상,128.52, ,"34,500",,법인,개인,202412,26,,1987,20251014,중개거래,경기 안양시 만안구
145,서울특별시 강서구 화곡동,일반,8**,곰달래로,제2종일반주거,제2종근린생활,25m미만,214.1,88.6,"110,000",,법인,개인,202412,26,,1989,-,중개거래,서울 강남구
146,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제1종근린생활,25m이상,24.84, ,"24,000",1,개인,개인,202412,26,,1987,-,중개거래,서울 금천구
147,서울특별시 마포구 아현동,집합,402,만리재옛길,제2종일반주거,제1종근린생활,12m미만,25.56, ,"22,500",1,개인,개인,202412,26,,2004,-,중개거래,서울 마포구
148,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"18,000",2,개인,개인,202412,26,,1987,-,중개거래,서울 금천구
149,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"17,000",3,개인,개인,202412,26,,1987,-,중개거래,서울 금천구
150,서울특별시 마포구 도화동,집합,36,마포대로,일반상업,업무,25m이상,23.62, ,"16,200",11,개인,개인,202412,26,,1988,-,중개거래,서울 마포구
151,서울특별시 금천구 시흥동,집합,962-6,시흥대로,제2종일반주거,제1종근린생활,25m이상,128.52, ,"35,000",,법인,개인,202412,26,,1987,20250305,중개거래,경기 안양시 만안구
152,서울특별시 금천구 시흥동,집합,962-6,시흥대로,제2종일반주거,제1종근린생활,25m이상,128.52, ,"35,000",,법인,개인,202412,26,,1987,20250305,중개거래,경기 안양시 만안구
153,서울특별시 종로구 옥인동,일반,1*,자하문로17길,제2종일반주거,제2종근린생활,12m미만,518.88,208.3,"385,000",,법인,법인,202412,26,,2015,-,직거래,-
154,서울특별시 용산구 이태원동,일반,2**,회나무로,제2종일반주거,제2종근린생활,25m미만,226.65,133,"395,000",,법인,법인,202412,26,,2022,-,중개거래,서울 강남구
155,서울특별시 용산구 이태원동,일반,2**,회나무로44길,제1종전용주거,제1종근린생활,12m미만,74.37,36,"158,000",,개인,개인,202412,26,,1970,-,중개거래,서울 중랑구
156,서울특별시 영등포구 영등포동5가,일반,4*,영중로14길,준주거,제2종근린생활,8m미만,494.35,188,"114,500",,개인,개인,202412,26,,1988,-,중개거래,서울 영등포구
157,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,"2,750",,개인,개인,202412,26,,,-,중개거래,서울 광진구
158,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,"2,750",,개인,개인,202412,26,,,-,중개거래,서울 광진구
159,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,"2,750",,개인,개인,202412,26,,,-,중개거래,서울 광진구
160,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,10.66, ,"1,000",,개인,개인,202412,26,,1998,-,직거래,-
